03/11/12,"Missouri",7,"Florida",14
03/11/12,"Nebraska",28,"Michigan State",24
03/11/12,"Texas Christian",39,"West Virginia",38
03/11/12,"Illinois",22,"Ohio State",52
03/11/12,"Pittsburgh",26,"Notre Dame",29
03/11/12,"Texas-San Antonio",27,"Louisiana Tech",51
03/11/12,"San Jose State",42,"Idaho",13
03/11/12,"S-M-U",17,"U-C-F",42
03/11/12,"Connecticut",6,"South Florida",13
03/11/12,"Western Michigan",42,"Central Michigan",31
03/11/12,"Miami-Ohio",24,"Buffalo",27
03/11/12,"Mississippi",10,"Georgia",37
03/11/12,"Syracuse",24,"Cincinnati",35
03/11/12,"Washington State",6,"Utah",49
03/11/12,"U-A-B",27,"Southern Miss",19
03/11/12,"Memphis",28,"Marshall",38
03/11/12,"Michigan",35,"Minnesota",13
03/11/12,"Oklahoma State",30,"Kansas State",44
03/11/12,"Texas",31,"Texas Tech",22
03/11/12,"Texas A+M",38,"Mississippi State",13
03/11/12,"Kansas",14,"Baylor",41
03/11/12,"Oklahoma",35,"Iowa State",20
03/11/12,"Oregon",62,"Southern Cal",51
03/11/12,"Rice",49,"Tulane",47
03/11/12,"Hawaii",10,"Fresno State",45
03/11/12,"Arizona",10,"U.C.L.A.",66
03/11/12,"New Mexico",7,"Nevada-Las Vegas",35
03/11/12,"San Diego State",21,"Boise State",19
03/11/12,"Florida Atlantic",17,"Navy",24
03/11/12,"Florida Intl",28,"South Alabama",20
03/11/12,"Troy",48,"Tennessee",55
03/11/12,"Arkansas State",37,"North Texas",19
03/11/12,"UL-Lafayette",40,"UL-Monroe",24
06/11/12,"Ball State"," ","Toledo"," "
07/11/12,"Bowling Green"," ","Ohio"," "
08/11/12,"Florida State"," ","Virginia Tech"," "
08/11/12,"UL-Monroe"," ","Arkansas State"," "
09/11/12,"Pittsburgh"," ","Connecticut"," "
10/11/12,"Northwestern"," ","Michigan"," "
10/11/12,"Maryland"," ","Clemson"," "
10/11/12,"Wake Forest"," ","No Carolina State"," "
10/11/12,"Army"," ","Rutgers"," "
10/11/12,"Louisville"," ","Syracuse"," "
10/11/12,"Miami-Florida"," ","Virginia"," "
10/11/12,"Minnesota"," ","Illinois"," "
10/11/12,"Wisconsin"," ","Indiana"," "
10/11/12,"Purdue"," ","Iowa"," "
10/11/12,"Vanderbilt"," ","Mississippi"," "
10/11/12,"Georgia Tech"," ","North Carolina"," "
10/11/12,"Central Michigan"," ","Eastern Michigan"," "
10/11/12,"Kent State"," ","Miami-Ohio"," "
10/11/12,"Idaho"," ","Brigham Young"," "
10/11/12,"Massachusetts"," ","Akron"," "
10/11/12,"Western Michigan"," ","Buffalo"," "
10/11/12,"Texas A+M"," ","Alabama"," "
10/11/12,"Georgia"," ","Auburn"," "
10/11/12,"Penn State"," ","Nebraska"," "
10/11/12,"Notre Dame"," ","Boston College"," "
10/11/12,"Arizona State"," ","Southern Cal"," "
10/11/12,"Utah"," ","Washington"," "
10/11/12,"Wyoming"," ","New Mexico"," "
10/11/12,"San Jose State"," ","New Mexico State"," "
10/11/12,"Oregon"," ","California"," "
10/11/12,"West Virginia"," ","Oklahoma State"," "
10/11/12,"Kansas State"," ","Texas Christian"," "
10/11/12,"Cincinnati"," ","Temple"," "
10/11/12,"Missouri"," ","Tennessee"," "
10/11/12,"Iowa State"," ","Texas"," "
10/11/12,"Air Force"," ","San Diego State"," "
10/11/12,"Southern Miss"," ","S-M-U"," "
10/11/12,"Marshall"," ","U-A-B"," "
10/11/12,"Tulsa"," ","Houston"," "
10/11/12,"Nevada-Las Vegas"," ","Colorado State"," "
10/11/12,"Boise State"," ","Hawaii"," "
10/11/12,"U.C.L.A."," ","Washington State"," "
10/11/12,"U-C-F"," ","UTEP"," "
10/11/12,"Colorado"," ","Arizona"," "
10/11/12,"Arkansas"," ","South Carolina"," "
10/11/12,"Kansas"," ","Texas Tech"," "
10/11/12,"Louisiana Tech"," ","Texas State"," "
10/11/12,"Baylor"," ","Oklahoma"," "
10/11/12,"Tulane"," ","Memphis"," "
10/11/12,"Oregon State"," ","Stanford"," "
10/11/12,"Mississippi State"," ","Louisiana State"," "
10/11/12,"Fresno State"," ","Nevada-Reno"," "
10/11/12,"Florida Atlantic"," ","Western Kentucky"," "
10/11/12,"Navy"," ","Troy"," "
10/11/12,"South Alabama"," ","North Texas"," "
10/11/12,"UL-Lafayette"," ","Florida"," "
10/11/12,"McNeese State"," ","Texas-San Antonio"," "
14/11/12,"Ohio"," ","Ball State"," "
14/11/12,"Toledo"," ","Northern Illinois"," "
15/11/12,"North Carolina"," ","Virginia"," "
16/11/12,"Hawaii"," ","Air Force"," "
16/11/12,"Florida Intl"," ","Florida Atlantic"," "
17/11/12,"Duke"," ","Georgia Tech"," "
17/11/12,"Temple"," ","Army"," "
17/11/12,"Kent State"," ","Bowling Green"," "
17/11/12,"Virginia Tech"," ","Boston College"," "
17/11/12,"Minnesota"," ","Nebraska"," "
17/11/12,"Arkansas"," ","Mississippi State"," "
17/11/12,"South Florida"," ","Miami-Florida"," "
17/11/12,"Purdue"," ","Illinois"," "
17/11/12,"Iowa State"," ","Kansas"," "
17/11/12,"Houston"," ","Marshall"," "
17/11/12,"Florida State"," ","Maryland"," "
17/11/12,"Buffalo"," ","Massachusetts"," "
17/11/12,"Northwestern"," ","Michigan State"," "
17/11/12,"No Carolina State"," ","Clemson"," "
17/11/12,"Rutgers"," ","Cincinnati"," "
17/11/12,"Indiana"," ","Penn State"," "
17/11/12,"Tennessee"," ","Vanderbilt"," "
17/11/12,"Miami-Ohio"," ","Central Michigan"," "
17/11/12,"Memphis"," ","U-A-B"," "
17/11/12,"Eastern Michigan"," ","Western Michigan"," "
17/11/12,"Oklahoma"," ","West Virginia"," "
17/11/12,"Southern Cal"," ","U.C.L.A."," "
17/11/12,"Colorado State"," ","Boise State"," "
17/11/12,"Texas State"," ","Navy"," "
17/11/12,"Kansas State"," ","Baylor"," "
17/11/12,"Nevada-Reno"," ","New Mexico"," "
17/11/12,"Wake Forest"," ","Notre Dame"," "
17/11/12,"Stanford"," ","Oregon"," "
17/11/12,"California"," ","Oregon State"," "
17/11/12,"S-M-U"," ","Rice"," "
17/11/12,"East Carolina"," ","Tulane"," "
17/11/12,"U-C-F"," ","Tulsa"," "
17/11/12,"Iowa"," ","Michigan"," "
17/11/12,"Washington"," ","Colorado"," "
17/11/12,"Brigham Young"," ","San Jose State"," "
17/11/12,"Wyoming"," ","Nevada-Las Vegas"," "
17/11/12,"Texas-San Antonio"," ","Idaho"," "
17/11/12,"Arizona"," ","Utah"," "
17/11/12,"Syracuse"," ","Missouri"," "
17/11/12,"Texas Tech"," ","Oklahoma State"," "
17/11/12,"Utah State"," ","Louisiana Tech"," "
17/11/12,"Ohio State"," ","Wisconsin"," "
17/11/12,"Mississippi"," ","Louisiana State"," "
17/11/12,"UTEP"," ","Southern Miss"," "
17/11/12,"Washington State"," ","Arizona State"," "
17/11/12,"Arkansas State"," ","Troy"," "
17/11/12,"North Texas"," ","UL-Monroe"," "
17/11/12,"Middle Tennessee"," ","South Alabama"," "
17/11/12,"Western Kentucky"," ","UL-Lafayette"," "
17/11/12,"Western Carolina"," ","Alabama"," "
17/11/12,"Georgia Southern"," ","Georgia"," "
17/11/12,"Wofford"," ","South Carolina"," "
17/11/12,"Jacksonville St"," ","Florida"," "
17/11/12,"Alabama A+M"," ","Auburn"," "
17/11/12,"Samford"," ","Kentucky"," "
17/11/12,"Sam Houston State"," ","Texas A+M"," "
20/11/12,"Akron"," ","Toledo"," "
23/11/12,"Nebraska"," ","Iowa"," "
23/11/12,"Buffalo"," ","Bowling Green"," "
23/11/12,"Central Michigan"," ","Massachusetts"," "
23/11/12,"Ball State"," ","Miami-Ohio"," "
23/11/12,"Syracuse"," ","Temple"," "
23/11/12,"Northern Illinois"," ","Eastern Michigan"," "
23/11/12,"South Florida"," ","Cincinnati"," "
23/11/12,"Marshall"," ","East Carolina"," "
23/11/12,"Ohio"," ","Kent State"," "
23/11/12,"Louisiana State"," ","Arkansas"," "
23/11/12,"Utah"," ","Colorado"," "
23/11/12,"West Virginia"," ","Iowa State"," "
23/11/12,"Washington"," ","Washington State"," "
23/11/12,"Texas Christian"," ","Texas"," "
23/11/12,"Arizona State"," ","Arizona"," "
24/11/12,"Michigan"," ","Ohio State"," "
24/11/12,"Vanderbilt"," ","Wake Forest"," "
24/11/12,"Connecticut"," ","Louisville"," "
24/11/12,"Georgia Tech"," ","Georgia"," "
24/11/12,"Maryland"," ","North Carolina"," "
24/11/12,"Virginia"," ","Virginia Tech"," "
24/11/12,"Michigan State"," ","Minnesota"," "
24/11/12,"Miami-Florida"," ","Duke"," "
24/11/12,"Illinois"," ","Northwestern"," "
24/11/12,"Boston College"," ","No Carolina State"," "
24/11/12,"Kentucky"," ","Tennessee"," "
24/11/12,"Wisconsin"," ","Penn State"," "
24/11/12,"Rutgers"," ","Pittsburgh"," "
24/11/12,"Indiana"," ","Purdue"," "
24/11/12,"Texas State"," ","Texas-San Antonio"," "
24/11/12,"Idaho"," ","Utah State"," "
24/11/12,"San Diego State"," ","Wyoming"," "
24/11/12,"Texas Tech"," ","Baylor"," "
24/11/12,"Auburn"," ","Alabama"," "
24/11/12,"Mississippi State"," ","Mississippi"," "
24/11/12,"Stanford"," ","U.C.L.A."," "
24/11/12,"Brigham Young"," ","New Mexico State"," "
24/11/12,"Air Force"," ","Fresno State"," "
24/11/12,"Oklahoma State"," ","Oklahoma"," "
24/11/12,"Missouri"," ","Texas A+M"," "
24/11/12,"Oregon"," ","Oregon State"," "
24/11/12,"Tulsa"," ","S-M-U"," "
24/11/12,"Florida"," ","Florida State"," "
24/11/12,"Louisiana Tech"," ","San Jose State"," "
24/11/12,"Southern Miss"," ","Memphis"," "
24/11/12,"Tulane"," ","Houston"," "
24/11/12,"New Mexico"," ","Colorado State"," "
24/11/12,"Rice"," ","UTEP"," "
24/11/12,"South Carolina"," ","Clemson"," "
24/11/12,"U-A-B"," ","U-C-F"," "
24/11/12,"Notre Dame"," ","Southern Cal"," "
24/11/12,"Nevada-Las Vegas"," ","Hawaii"," "
24/11/12,"North Texas"," ","Western Kentucky"," "
24/11/12,"Troy"," ","Middle Tennessee"," "
24/11/12,"South Alabama"," ","UL-Lafayette"," "
24/11/12,"UL-Monroe"," ","Florida Intl"," "
29/11/12,"Louisville"," ","Rutgers"," "
30/11/12,"Oregon"," ","Southern Cal"," "
01/12/12,"Cincinnati"," ","Connecticut"," "
01/12/12,"Pittsburgh"," ","South Florida"," "
01/12/12,"Oklahoma"," ","Texas Christian"," "
01/12/12,"Texas"," ","Kansas State"," "
01/12/12,"Oklahoma State"," ","Baylor"," "
01/12/12,"Boise State"," ","Nevada-Reno"," "
01/12/12,"Kansas"," ","West Virginia"," "
01/12/12,"New Mexico State"," ","Texas State"," "
01/12/12,"Middle Tennessee"," ","Arkansas State"," "
01/12/12,"UL-Lafayette"," ","Florida Atlantic"," "
01/12/12,"South Alabama"," ","Hawaii"," "
01/12/12,"East Carolina"," ","Tulsa"," "
01/12/12,"Florida"," ","Alabama"," "
01/12/12,"Kent State"," ","Toledo"," "
01/12/12,"Duke"," ","Florida State"," "
01/12/12,"Wisconsin"," ","Nebraska"," "
01/12/12,"Nicholls State"," ","Oregon State"," "
08/12/12,"Navy"," ","Army"," "
